id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license,Cluster,Anomaly
1347076,"Williamsburg Garden Home, 5 minutes from Manhattan",92730001582,unconfirmed,Jones,Brooklyn,Williamsburg,40.71746,-73.95497,United States,US,True,moderate,Entire home/apt,2014.0,0.9173913043478261,$221 ,0.1783634245777519,0.1220703125,7/6/2019,1.36,4.0,3.0,0.11635475996745322,Unknown,Unknown,1,1
1348733,LOCATION LOCATION LOCATION Liz's,11950028501,verified,Chapman,Manhattan,Kips Bay,40.73833,-73.98186,United States,US,False,moderate,Entire home/apt,2019.0,0.8591304347826088,$208 ,0.1824403028538148,0.1357421875,4/28/2019,1.59,5.0,4.0,0.05153241117439653,NO SMOKING ALLOWED AND NO PETS ALLOWED!,Unknown,1,1
1350390,Astoria Garden Suite,51367200061,unconfirmed,Cole,Queens,Ditmars Steinway,40.77679,-73.91687,United States,US,True,flexible,Entire home/apt,2021.0,0.07304347826086957,$27 ,0.18214909726266745,0.0478515625,6/26/2019,0.53,5.0,1.0,0.026308652020612968,Unknown,Unknown,2,1
1353151,Private Room Near Brooklyn Museum,3563503030,unconfirmed,Hall,Brooklyn,Prospect Heights,40.67722,-73.96542,United States,US,False,flexible,Private room,2022.0,0.0060869565217391355,$11 ,0.17821782178217824,0.1435546875,6/30/2019,1.57,5.0,1.0,0.10767561703281801,"- Please Note: This unit was just renovated in 2016 and it comfortably accommodates four guests, but up to 6 guests are permitted if you so desire (two guests in each bedroom and 2 guests on the two available twin size air mattresses). Please request an air mattress(es) (if needed) when making a reservation.  No smoking, no pets, no parties, and must be 25 years old to book.  For check-out, please ensure: - All plates and cups are left in the sink or dishwasher - All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) - All windows are closed and locked - If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) - If furniture was moved during your stay, please return to its original location  Please be mindful to our neighbors in the building, quiet hours after 10pm is not a must, but a nice gesture.  Please be considerate of our next guests who will be staying a",Unknown,2,1
1357017,Williamsburg  - Quiet and Comfy stay,92972999511,unconfirmed,Armstrong,Brooklyn,Williamsburg,40.70875,-73.95508,United States,US,True,flexible,Entire home/apt,2011.0,0.1791304347826087,$51 ,0.1824403028538148,0.236328125,4/1/2019,2.59,5.0,1.0,0.05234608082451858,Respect the neighbors Absolutely no smoking in and around the property. Respect the neighbors Back door is for Emergency Exit only  (clearly marked) Respect the neighbors We love dogs but sorry no pets,Unknown,2,1
1357570,One Fabulous Private Room,97343045389,unconfirmed,Myers,Manhattan,Inwood,40.85888,-73.92886,United States,US,False,flexible,Private room,2010.0,0.5504347826086957,$137 ,0.17865463016889926,0.2236328125,6/21/2019,2.45,3.0,1.0,0.026308652020612968,Unknown,Unknown,0,1
1361436,Scandinavian-apt for up to 5. LES,24135792092,verified,Kelley,Manhattan,Lower East Side,40.71876,-73.98851,United States,US,True,moderate,Entire home/apt,,0.3730434782608696,$96 ,0.17821782178217824,0.232421875,6/23/2019,2.59,4.0,1.0,0.06889069704366695,Unknown,Unknown,0,1
1363645,At a very nice area in the WestSide,27086952528,unconfirmed,Bennett,Manhattan,Washington Heights,40.85099,-73.92822,United States,US,False,flexible,Private room,2021.0,0.8139130434782609,$197 ,0.18680838672102507,0.00390625,7/3/2015,0.06,,1.0,0.09899647409818281,"Check in/out: We can meet outside of my building at check-in between 4:00pm-6:00pm.  If you can give me an estimated ETA, that would be helpful!  Please leave your keys in the studio when you check-out Thursday afternoon.  I am very flexible with check-out between 12:00pm-3:00pm. Go up 1 flight of stairs, and it will be the first door to the right.   The door locks automatically, but there is a deadbolt and lock.  You do not have to deadbolt the door every time you leave.  TV – Press and hold the “All On” button to turn on TV Towels are on the top shelf in the bathroom, and the bed is all set!   I do have a portable A/C in the second window on the right.  Since I live on the second floor, it does not get too warm, but if you do need it, please remember to turn it off if you are leaving the building. Trash/recycling days are Sundays and Thursdays. There’s trash bags on the third shelf in the bathroom closet to the left.  When you are checking out on Thursday, please take the trash out r",Unknown,1,1
1368063,Prime Williamsburg Loft off Bedford,24138275549,verified,Hall,Brooklyn,Williamsburg,40.71628,-73.95737,United States,US,False,strict,Private room,2003.0,0.006956521739130438,$12 ,0.1783634245777519,0.2353515625,6/29/2019,2.6,4.0,1.0,0.032275562788174665,Unknown,Unknown,2,1
1368616,Private Bdrm /Bath 1 block Ctrl Prk,35885613841,unconfirmed,Edwards,Manhattan,Upper West Side,40.78558,-73.9726,United States,US,False,flexible,Private room,2014.0,0.0026086956521739132,$11 ,0.17821782178217824,0.171875,6/29/2019,1.89,3.0,1.0,0.10143748304854897,Unknown,Unknown,2,1
1370272,"Spacious, modern loft in awesome neighborhood",68905124683,unconfirmed,Morgan,Brooklyn,Sunset Park,40.6623,-73.99049,United States,US,True,flexible,Entire home/apt,2014.0,0.9521739130434783,$229 ,0.19554455445544555,0.0126953125,9/1/2018,0.14,3.0,1.0,0.06997558991049634,No smoking and no parties.,Unknown,1,1
1381871,Cozy 2 Bedroom 20 Min from City,41257472265,unconfirmed,Kelly,Brooklyn,Bedford-Stuyvesant,40.69241,-73.94885,United States,US,False,moderate,Entire home/apt,2018.0,0.0808695652173913,$29 ,0.1783634245777519,0.185546875,6/23/2019,2.04,3.0,1.0,0.02874966097097912,Unknown,Unknown,2,1
1384080,Alchemy BnB - room in artist loft,59810199450,verified,Morrison,Brooklyn,Cobble Hill,40.68946,-73.99385,United States,US,True,flexible,Private room,2022.0,0.6904347826086957,$169 ,0.17865463016889926,0.2109375,7/1/2019,2.31,5.0,1.0,0.02874966097097912,Please be respectful of the space and building!  No loud noises or extra guests beyond 10pm.,Unknown,1,1
1385185,Zen Den (Airport Pickup: JFK & LGA),91471245378,verified,Hunt,Brooklyn,Cypress Hills,40.67855,-73.8896,United States,US,False,moderate,Private room,2019.0,0.06782608695652174,$26 ,0.1911764705882353,0.0517578125,8/12/2017,0.57,4.0,2.0,0.02874966097097912,Unknown,Unknown,2,1
1385737,Heart of Williamsburg. Brand New.,52060217625,verified,Hawkins,Brooklyn,Williamsburg,40.71408,-73.9489,United States,US,True,strict,Private room,2008.0,0.8478260869565218,$205 ,0.17850902737332558,0.2412109375,6/21/2019,2.65,2.0,2.0,0.02874966097097912,Absolutely no parties are permitted. The apartment is in a multi-unit building so guests must be respectful of other tenants in the building.,Unknown,1,1
1386289,"Fresh, Clean Brooklyn Garden Apt.",12977044205,verified,Ross,Brooklyn,Clinton Hill,40.68618,-73.96144,United States,US,False,flexible,Entire home/apt,2018.0,0.6156521739130435,$152 ,0.17850902737332558,0.2275390625,4/10/2019,2.5,5.0,1.0,0.08896121508001086,"No Smoking on the apartment.  No Ilegal Drugs  No Parties on property. No pets PLEASE TRY  TO BE AS QUIET AS POSSIBLE CONSIDER OTHER NEIGHBORS OR TENANTS. THANK YOU IN ADVANCE!. Reiterating what's below>>> No parties!  No loud noises, please! - realize that there are other guests (and especially residents) like you in the building that may in fact want to get sleep on a regular basis (sometime between the hours of 10pm and 7am, probably!)  During the day, jumping jacks are probably ok. If you have any problems or if neighbors complain call me at (phone number hidden) and mediate over the phone or in person.   Hull st. court apartment rules: 0.  Absolutely NO smoking in the apartment or  building.  Anyhow if you need to, please do go out to Hull street and people watch while smoking. The North end has multiple cigar bars, too! 1.  Most important, please, No Parties = be quiet, use ""indoor voices"" like they taught us in grade school!  Also, keep the stereo at a reasonable level, etc.   I",Unknown,0,1
1388498,CHELSEA 1 Bdrm Plus Sleeping Loft!!,67587640600,verified,Perkins,Manhattan,Chelsea,40.74618,-74.00392,United States,US,True,strict,Entire home/apt,2015.0,0.11043478260869566,$35 ,0.23121723937099592,0.009765625,10/26/2014,0.12,1.0,1.0,0.06509357200976404,"WHEN BOOKING, PLEASE PROVIDE THE FOLLOWING IN YOUR MESSAGE to me:  - 1. Total number of guests (adults, children, babies)? Are there any elderly or children under 18? If so, what are their ages?  - 2. Arrival Date AND Time of Check In? (Check In between 2 pm and 9 pm with some leniency)  - 3. Departure Date (Check out before 12 pm/noon ideally)  - 4. Please tell me a little about yourselves and the purpose of your trip. - 5. What Other Needs or Special Requests or Extra Options (please read below for additional options and possible related additional fees).  ------  PLEASE NOTE THE FOLLOWING BEFORE REQUESTING A BOOKING:  * I will reply as soon as possible to let you know if my apartment will be available for ALL your needs.  - 1. We are happy to host Friendly, Neat, Low-Maintainence Adults & Well-Behaved Children.  ---- All cookware and utensils in the kitchen are at your disposal, but please ask about food before eating as this is my home and I may be saving something. There will be w",Unknown,2,1
1389051,Spacious room in beautiful apt!,34816624694,verified,Cooper,Manhattan,Harlem,40.81872,-73.94567,United States,US,False,flexible,Private room,2007.0,0.9452173913043479,$227 ,0.17821782178217824,0.1396484375,6/30/2018,2.83,1.0,1.0,0.10170870626525631,Unknown,Unknown,1,1
1391812,NewYork Modern Pre-War LoftStudio,21342091752,unconfirmed,Anderson,Manhattan,Upper East Side,40.76928,-73.95021,United States,US,False,flexible,Entire home/apt,2019.0,0.6182608695652174,$152 ,0.1783634245777519,0.306640625,7/1/2019,3.45,4.0,2.0,0.10794684024952536,"I only accept clean people , reliable, no smokers. no alchool or drug tollerated.",Unknown,0,1
1395126,Cozy & Clean Lower East Side Apt.,6756748484,verified,Nelson,Manhattan,Lower East Side,40.72087,-73.99022,United States,US,False,flexible,Entire home/apt,2004.0,0.061739130434782616,$24 ,0.18258590564938848,0.0576171875,6/6/2019,0.63,1.0,1.0,0.10306482234879306,Unknown,Unknown,2,1
1398992,Prime Williamsburg 1/BD New Condo,93988661910,verified,Kelley,Brooklyn,Williamsburg,40.72059,-73.9567,United States,US,False,flexible,Entire home/apt,2011.0,0.09130434782608696,$31 ,0.20428072218986607,0.0234375,8/19/2015,0.26,4.0,1.0,0.026579875237320316,"Absolutely, No Smoking, No parties.",Unknown,2,1
1400097,Contemporary & Classic Sanctuary on the Hudson,8505005505,verified,Alexander,Manhattan,Upper West Side,40.79433,-73.9765,United States,US,False,flexible,Entire home/apt,,0.03478260869565218,$18 ,0.1783634245777519,0.1259765625,4/28/2019,1.41,1.0,1.0,0.008679142934635205,Unknown,Unknown,2,1
1400649,Comfortable Manhattanville,59313613852,unconfirmed,Harris,Manhattan,Morningside Heights,40.81055,-73.95549,United States,US,False,flexible,Private room,,0.4852173913043478,$122 ,0.17909143855562026,0.1669921875,3/31/2019,1.84,1.0,2.0,0.014103607268782207,No pets  No smoking  No loud partying in the space,Unknown,0,1
1401754,Zen Eyrie –Airport Pick-Up: JFK/LGA,46829060757,unconfirmed,Owens,Brooklyn,Cypress Hills,40.67962,-73.88928,United States,US,True,flexible,Private room,2012.0,0.20869565217391303,$58 ,0.1911764705882353,0.0166015625,5/3/2017,0.27,1.0,2.0,0.011662598318416057,Unknown,Unknown,2,1
1407277,REAL 2BR-HEART OF SOHO-LITTLE ITALY,57658096355,verified,Andrews,Manhattan,Little Italy,40.71905,-73.99677,United States,US,True,moderate,Entire home/apt,2008.0,0.05652173913043479,$23 ,0.18214909726266745,0.0869140625,6/30/2018,0.99,5.0,1.0,0.009764035801464606,Unknown,Unknown,2,1
1412800,One stop from Midtown Manhattan!,95079730050,unconfirmed,Rogers,Queens,Long Island City,40.74579,-73.95012,United States,US,True,flexible,Private room,2015.0,0.4956521739130435,$124 ,0.1783634245777519,0.23828125,6/25/2019,2.74,5.0,1.0,0.04122592893951722,No smoking.   We do allow pets.,Unknown,0,1
1413904,Cozy New York  City private room,1358561644,verified,Cameron,Queens,Woodside,40.74409,-73.91122,United States,US,True,flexible,Private room,2012.0,0.6382608695652174,$157 ,0.1783634245777519,0.263671875,7/7/2019,2.95,3.0,2.0,0.005424464334147003,Unknown,Unknown,0,1
1418323,"Easy, comfortable studio in Midtown",53108860211,unconfirmed,Riley,Manhattan,Midtown,40.75282,-73.97315,United States,US,True,moderate,Entire home/apt,2021.0,0.893913043478261,$216 ,0.23121723937099592,0.0185546875,9/8/2015,0.21,3.0,1.0,0.025494982370490915,Unknown,Unknown,1,1
1419427,Beautiful brownstone apartment,23167678100,unconfirmed,Chapman,Manhattan,Greenwich Village,40.73388,-73.99452,United States,US,False,strict,Entire home/apt,2014.0,0.511304347826087,$128 ,0.1783634245777519,0.1982421875,6/20/2019,2.22,3.0,1.0,0.10414971521562247,Please observe quiet after 11pm. Please tidy up if you use any dishes. Please no smoking.,Unknown,0,1
1419979,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,76097964235,verified,Gray,Manhattan,Washington Heights,40.85774,-73.92901,United States,US,True,flexible,Entire home/apt,2007.0,0.30000000000000004,$79 ,0.1958357600465929,0.01953125,1/2/2018,0.41,1.0,1.0,0.04990507187415243,"Please be respectful of our neighbors. No loud parties and music, but have fun!",Unknown,2,1
1426055,Lovely 2 bedroom apartment with backyard access,41475325508,unconfirmed,Carroll,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93702,United States,US,False,flexible,Entire home/apt,2003.0,0.5060869565217392,$126 ,0.17850902737332558,0.19921875,6/30/2019,2.31,4.0,1.0,0.010035259018171956,Unknown,Unknown,0,1
1426607,Nights in White Satin in the Slope,54377094483,unconfirmed,Farrell,Brooklyn,Unknown,40.65992,-73.99042,United States,US,False,strict,Entire home/apt,2007.0,0.922608695652174,$222 ,0.20428072218986607,0.0009765625,9/1/2016,0.03,4.0,1.0,0.046921616490371576,Unknown,Unknown,1,1
1427712,Comfortable Manhattanville.,57766746662,unconfirmed,Kelly,Manhattan,Harlem,40.81371,-73.95585,United States,US,True,moderate,Private room,2010.0,0.06260869565217392,$24 ,0.1789458357600466,0.126953125,6/2/2019,1.42,2.0,2.0,0.033631678871711417,Unknown,Unknown,2,1
1429921,Furnished room for rent - Manhattan,45892225237,verified,Miller,Manhattan,East Harlem,40.7928,-73.93967,United States,US,False,moderate,Private room,2006.0,0.16260869565217392,$47 ,0.17850902737332558,0.203125,6/11/2019,2.32,3.0,1.0,0.011933821535123406,"We're laid back and don't have too many rules! There is a porch outside if you need to smoke. We like to keep our home neat and hope you help us keep it how you find it!  We do ask that you do not bring guests back. This is a way for us to control who is in our home, and it means a lot to us.  As for noise, just be reasonable. If it's getting late, you know the drill :)",Unknown,2,1
1431025,West Village NYC Sun-filled Studio!,44760039195,verified,Gray,Manhattan,West Village,40.73729,-74.00807,United States,US,False,moderate,Entire home/apt,2003.0,0.020869565217391306,$15 ,0.1824403028538148,0.0068359375,4/21/2013,0.08,5.0,1.0,0.11608353675074587,No shoes on in the house. My home is 420 friendly yet no cigarettes. You will not have access to a key but you will be able to come and go freely.,Unknown,2,1
1436548,QT STUDIO FOR ROMANTIC COUPLES,4057375575,unconfirmed,Gibson,Manhattan,Chinatown,40.71601,-73.99123,United States,US,True,strict,Entire home/apt,2014.0,0.8773913043478262,$212 ,0.17850902737332558,0.1044921875,5/18/2019,1.17,4.0,1.0,0.11608353675074587,"There's no cleaning fee, so we'd appreciate relative tidiness.",Unknown,1,1
1438205,Park Slope Brooklyn!  Sunny Bedroom.,6972409935,verified,Smith,Brooklyn,Park Slope,40.67264,-73.98136,United States,US,False,strict,Private room,2013.0,0.24782608695652172,$67 ,0.17850902737332558,0.2265625,7/6/2019,2.52,4.0,1.0,0.11608353675074587,Unknown,Unknown,2,1
1444281,Charming Brooklyn Studio,1661930503,verified,Rogers,Brooklyn,Crown Heights,40.67106,-73.95463,United States,US,True,moderate,Entire home/apt,2008.0,0.8339130434782609,$202 ,0.17850902737332558,0.232421875,7/2/2019,2.6,5.0,1.0,0.010577705451586655,Unknown,Unknown,1,1
1448699,Carroll Gardens Gem-2BD with Garden,1409816628,verified,Wright,Brooklyn,Carroll Gardens,40.68128,-73.99522,United States,US,True,strict,Entire home/apt,2015.0,0.9434782608695653,$227 ,0.18258590564938848,0.1181640625,7/1/2019,1.33,5.0,1.0,0.0897748847301329,Please treat my house as you would treat your own. Be courteous and aware that this is our full time home. Clean basic messes and respect our property,Unknown,1,1
1450908,Decorators 5-Star Flat West Village,33280739304,verified,Watson,Manhattan,West Village,,,United States,US,True,strict,Entire home/apt,2003.0,0.2878260869565218,$76 ,0.18098427489807806,0.1533203125,8/11/2016,1.71,4.0,1.0,0.019256848386221864,"Please keep it clean, thats all we really ask from our guest.",Unknown,2,1
1455327,Gorgeous pvt room in West Village,55329686510,verified,Ryan,Manhattan,West Village,40.73908,-74.00378,United States,US,False,strict,Private room,2016.0,0.8330434782608697,$202 ,0.17850902737332558,0.2041015625,7/4/2019,2.38,1.0,1.0,0.0979115812313534,"Please read the house manual along with the directions... You have plenty of liberty to do as you wish within the space. I will most likely exchange keys in person when arriving. If I'm not around, I'll be confirming the steps to exchange the keys. *As a visitor, if requested by the front desk... you might have to check-in at the lobby counter.",Unknown,1,1
1463059,Williamsburg HUGE SUNNY next2train!,9478138224,verified,Crawford,Brooklyn,Williamsburg,40.70686,-73.95365,United States,US,True,flexible,Private room,2012.0,0.6808695652173914,$167 ,0.18214909726266745,0.08203125,2/16/2019,1.12,2.0,6.0,0.09628424193110931,"Family friendly, no smoking please. Please bring trash outside, clean dishes before departure. Please be courteous to our neighbors no parties or pets are allowed.",Unknown,1,1
1472448,Charming 1BD in SoHo,49896631802,unconfirmed,Adams,Manhattan,SoHo,40.72509,-74.00304,United States,US,False,flexible,Entire home/apt,2011.0,0.8452173913043479,$204 ,0.17880023296447292,0.1484375,6/23/2019,1.69,5.0,1.0,0.03986981285598047,Unknown,Unknown,1,1
1474657,Sunny private room featured in film,45420924350,unconfirmed,Casey,Brooklyn,Flatbush,40.64387,-73.96855,United States,US,False,flexible,Private room,2009.0,0.37043478260869567,$95 ,0.1783634245777519,0.154296875,1/2/2019,1.77,,1.0,0.09764035801464606,Unknown,Unknown,0,1
1477419,Your Own 2 Br Apt Bedford and Grand,98053399694,unconfirmed,Montgomery,Brooklyn,Williamsburg,40.71532,-73.96064,United States,US,True,moderate,Entire home/apt,2009.0,0.37652173913043485,$97 ,0.17850902737332558,0.23046875,6/18/2019,2.74,,2.0,0.0027122321670735015,No smoking allowed in the house.  No pets.  No loud music or partying allowed at night.  Please respect the property as you would your own house.,Unknown,0,1
1479628,Prime location! Backyard & outdoor shower! Unique!,40645193210,unconfirmed,Cunningham,Brooklyn,Greenpoint,40.72668,-73.95762,United States,US,False,moderate,Private room,2007.0,0.21739130434782608,$60 ,0.180110658124636,0.0634765625,12/30/2018,0.73,4.0,1.0,0.11120151885001357,Please remove your shoes at the door and use coasters for drinks on any furniture.,Unknown,2,1
1483494,COMFORTABLE ROOM,24837497743,unconfirmed,Farrell,Manhattan,East Harlem,40.79107,-73.94381,United States,US,True,moderate,Private room,2016.0,0.37478260869565216,$96 ,0.17850902737332558,0.2109375,5/14/2019,2.44,5.0,1.0,0.07838350962842419,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",Unknown,0,1
1489017,Cozy Nook in Heart of Williamsburg,97953465761,unconfirmed,Spencer,Brooklyn,Williamsburg,40.71394,-73.96267,United States,US,True,moderate,Private room,2015.0,0.1982608695652174,$56 ,0.17850902737332558,0.2021484375,6/16/2019,2.29,5.0,2.0,0.03905614320585842,Shoes-off home Respectful Friendly Quiet No smoking of any substance on the property No pets Leave things as they were found Clean up after yourself Reminder: Rest of apartment (kitchen or living room) not available to guests  Guests may not have additional guests without clearing them with Celia or Jonathan.,Unknown,2,1
1491226,Amazing Park Slope Duplex with Deck,49224319367,unconfirmed,Jones,Brooklyn,South Slope,40.66485,-73.98343,United States,US,False,flexible,Entire home/apt,2007.0,0.33304347826086955,$87 ,0.1783634245777519,0.2099609375,6/30/2019,2.42,1.0,1.0,0.0908597775969623,"Just be clean, be tidy, be yourself and enjoy your stay.",Unknown,0,1
1493435,"Luxury Williamsburg, Brooklyn LOFT",92944596194,unconfirmed,Hill,Brooklyn,Williamsburg,40.72091,-73.95814,United States,US,True,flexible,Entire home/apt,2020.0,0.08173913043478262,$29 ,0.1783634245777519,0.3125,7/7/2019,3.6,2.0,1.0,0.08733387577976676,Unknown,Unknown,2,1
1495645,Large Master Bedroom - Williamsburg,66699478264,unconfirmed,Sullivan,Brooklyn,Williamsburg,40.71336,-73.96192,United States,US,False,strict,Private room,2019.0,0.39826086956521745,$102 ,0.1783634245777519,0.2138671875,6/19/2019,2.44,3.0,2.0,0.03471657173854082,Unknown,Unknown,0,1
1500615,Spacious Manhattan Apartment near Central Park,53028601127,unconfirmed,Nelson,Manhattan,Upper West Side,40.78867,-73.96809,United States,US,True,strict,Entire home/apt,2012.0,0.9313043478260871,$224 ,0.17850902737332558,0.2900390625,6/24/2019,3.37,5.0,1.0,0.05234608082451858,Unknown,Unknown,1,1
1504481,Artist's Flat in Historic Building #10263,62530366648,verified,Carroll,Brooklyn,Williamsburg,40.71417,-73.95917,United States,US,False,strict,Entire home/apt,2021.0,0.7086956521739131,$173 ,0.1824403028538148,0.0517578125,5/3/2019,0.6,3.0,1.0,0.11716842961757527,"Shoes off apartment (slippers available to guests) No smoking of any substance on the property Respectful Friendly Quiet Leave things as they were found, clean after yourself  No dishes left in the sink  Please use black cups, bowls, utensils and plates and  Store dry foods in 1st tall pantry cabinet for your personal food storage and store food in the fridge on the right half of the 3rd row Guests may not have additional guests without clearing them with me first Reminder: The bedroom is lofted, open over the staircase located on the top penthouse level of the apartment & building (5th floor) all to yourself. There's no door.",Unknown,1,1
1507243,Stylish & Quiet NYC Retreat!,35908966607,unconfirmed,Reed,Manhattan,Harlem,40.803,-73.95278,United States,US,True,strict,Private room,2007.0,0.7304347826086958,$178 ,0.17850902737332558,0.197265625,6/19/2019,2.29,3.0,1.0,0.061838893409275834,Unknown,Unknown,1,1
1511109,TIMES SQUARE HOUSE!,40538094811,unconfirmed,Williams,Manhattan,Hell's Kitchen,40.75782,-73.99349,United States,US,True,flexible,Private room,2016.0,0.37478260869565216,$96 ,0.17880023296447292,0.107421875,5/26/2019,1.27,4.0,2.0,0.10930295633306211,"1.  Check-in time is after 3 p.m. and check-out time is before 11 a.m.    2.  DO NOT TAKE KEYS WITH YOU! On the Departure Date, the keys shall be left on the kitchen counter.  The door to the Property MUST BE LOCKED BEHIND YOU using the key from the lockbox located inside the drawer to the foyer table.  The front door to the building can simply be closed behind you. 3. This is a NON SMOKING property. The smell of smoke in the property, including the common areas of the building, will result in loss of security deposit. 4. A Security Deposit of $250 is required for stays of less than one month.  For monthly stays a Security Deposit of $750 is required. The Security Deposit is fully refundable within 48 hours of departure, provided the following provisions are met:  a.    No damage is done to home or its contents, beyond normal wear and tear.  b.    No charges are incurred due to contraband, pets of Guest, or collection of rents or services rendered during the stay or any other act or om",Unknown,0,1
1514975,ARTY 2 BED EAST VILLAGE GEM,45272382086,verified,Carroll,Manhattan,East Village,40.72143,-73.98117,United States,US,False,moderate,Entire home/apt,2003.0,0.7773913043478261,$189 ,0.17850902737332558,0.2587890625,6/24/2019,2.99,1.0,2.0,0.0067805804176837535,Unknown,Unknown,1,1
1522707,Beautiful Room in Manhattan Loft,66254963260,verified,Howard,Manhattan,Midtown,40.74553,-73.98943,United States,US,False,strict,Private room,2015.0,0.48956521739130443,$123 ,0.17850902737332558,0.208984375,6/2/2019,2.45,4.0,2.0,0.0865202061296447,*No additional guest are to stay/visit besides pre-approved guests.  *Please do not drink my wine.,Unknown,0,1
1527126,"ingefära hus! Private room Williamsburg, Brooklyn",8282900380,unconfirmed,Ferguson,Brooklyn,Williamsburg,40.71148,-73.95573,United States,US,True,flexible,Private room,2015.0,0.48782608695652174,$122 ,0.1783634245777519,0.265625,6/27/2019,3.18,4.0,3.0,0.03986981285598047,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",Unknown,0,1
1529887,Sunny Retreat with Roof Garden,25442550265,verified,Reed,Brooklyn,Bedford-Stuyvesant,40.68534,-73.93433,United States,US,False,strict,Entire home/apt,2008.0,0.21391304347826087,$59 ,0.17880023296447292,0.26171875,7/2/2019,3.04,2.0,2.0,0.054244643341470035,Keep the apartment clean & tidy and take care of the furnishings No smoking No  pets No parties Contact me immediately with any questions or concerns $150.00 Cleaning Fee Enjoy your stay!,Unknown,2,1
1537619,Cozy Room in Sunny Apartment (Long/Short Term),36814984505,verified,Spencer,Manhattan,Kips Bay,40.74238,-73.98122,United States,US,True,flexible,Private room,2007.0,0.018260869565217393,$14 ,0.21301688992428655,0.0146484375,9/4/2018,0.17,2.0,1.0,0.024410089503661515,Unknown,Unknown,2,1
1539276,LOCATION LOCATION LOCATION Sara's,51366584776,verified,Barnes,Manhattan,Gramercy,40.73677,-73.98084,United States,US,True,moderate,Entire home/apt,2009.0,0.2713043478260869,$72 ,0.1824403028538148,0.125,6/11/2019,1.46,2.0,4.0,0.096826688364524,Unknown,Unknown,2,1
1549218,Big Beautiful Railroad in Brooklyn,48873648253,unconfirmed,Payne,Brooklyn,Bushwick,40.70339,-73.92945,United States,US,True,moderate,Entire home/apt,2017.0,0.773913043478261,$188 ,0.1824403028538148,0.0517578125,6/30/2017,0.68,4.0,1.0,0.10306482234879306,"**The building has 5 units in total and all other units are occupied by year-round young professionals who work at the local hospitals, law firms, consulting companies or even dance at the Boston Ballet! Please be mindful of them and act as you would with your year-round neighbors. You know, keeping it quiet, clean and pleasant to you and all else! **The kitchen is fully equipped with top of the line items, but please maintain it a vegetarian kitchen if you choose to cook, so that our kosher friends can enjoy the apartment as well. You may bring in non-vegetarian takeout from Wholefoods or one of the great restaurants around, we will have plenty of plastic/paper utensils and plates for your convenience. **Absolutely NO SMOKING, of any kind, in the apartment or the building's stoop. There is a garden with benches a few buildings down if you must have a smoke.",Unknown,1,1
1550322,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",63473628089,verified,Reed,Brooklyn,Carroll Gardens,40.67939,-73.99398,United States,US,True,strict,Entire home/apt,2022.0,0.9017391304347827,$217 ,0.1824403028538148,0.1279296875,6/23/2019,1.84,2.0,2.0,0.011662598318416057,No pets. No smoking. Please :),Unknown,1,1
1553636,ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,23777830031,verified,Reed,Brooklyn,Williamsburg,40.7093,-73.96484,United States,US,True,strict,Private room,2013.0,0.20521739130434782,$57 ,0.17850902737332558,0.2626953125,6/5/2019,3.09,,3.0,0.10957417954976946,No Pets. No Smoking. ,Unknown,2,1
